target_rent_kzt,area_m2,rooms,lat,lon,year_built,floor_current,floors_total,ceiling_height_m,photo_count,has_photo,has_complex_id,has_microdistrict,complex_listing_count,floor_ratio,building_age,area_per_room,is_first_floor,is_last_floor,dist_to_center_km,bus_stops_count_1000m,bus_stops_count_300m,bus_stops_count_500m,bus_stops_mean_dist_km_3,bus_stops_mean_dist_km_5,bus_stops_nearest_dist_m,clinics_count_1000m,clinics_count_300m,clinics_count_500m,clinics_mean_dist_km_3,clinics_mean_dist_km_5,clinics_nearest_dist_m,dentistry_count_1000m,dentistry_count_300m,dentistry_count_500m,dentistry_mean_dist_km_3,dentistry_mean_dist_km_5,dentistry_nearest_dist_m,energy_count_1000m,energy_count_300m,energy_count_500m,energy_mean_dist_km_3,energy_mean_dist_km_5,energy_nearest_dist_m,fitness_count_1000m,fitness_count_300m,fitness_count_500m,fitness_mean_dist_km_3,fitness_mean_dist_km_5,fitness_nearest_dist_m,hospitals_count_1000m,hospitals_count_300m,hospitals_count_500m,hospitals_mean_dist_km_3,hospitals_mean_dist_km_5,hospitals_nearest_dist_m,kindergartens_count_1000m,kindergartens_count_300m,kindergartens_count_500m,kindergartens_mean_dist_km_3,kindergartens_mean_dist_km_5,kindergartens_nearest_dist_m,medcenters_count_1000m,medcenters_count_300m,medcenters_count_500m,medcenters_mean_dist_km_3,medcenters_mean_dist_km_5,medcenters_nearest_dist_m,metro_count_1000m,metro_count_300m,metro_count_500m,metro_mean_dist_km_3,metro_mean_dist_km_5,metro_nearest_dist_m,parks_count_1000m,parks_count_300m,parks_count_500m,parks_mean_dist_km_3,parks_mean_dist_km_5,parks_nearest_dist_m,polyclinics_count_1000m,polyclinics_count_300m,polyclinics_count_500m,polyclinics_mean_dist_km_3,polyclinics_mean_dist_km_5,polyclinics_nearest_dist_m,restaurants_coffee_count_1000m,restaurants_coffee_count_300m,restaurants_coffee_count_500m,restaurants_coffee_mean_dist_km_3,restaurants_coffee_mean_dist_km_5,restaurants_coffee_nearest_dist_m,schools_count_1000m,schools_count_300m,schools_count_500m,schools_mean_dist_km_3,schools_mean_dist_km_5,schools_nearest_dist_m,supermarkets_count_1000m,supermarkets_count_300m,supermarkets_count_500m,supermarkets_mean_dist_km_3,supermarkets_mean_dist_km_5,supermarkets_nearest_dist_m,transport_count_1000m,transport_count_300m,transport_count_500m,transport_mean_dist_km_3,transport_mean_dist_km_5,transport_nearest_dist_m,universities_count_1000m,universities_count_300m,universities_count_500m,universities_mean_dist_km_3,universities_mean_dist_km_5,universities_nearest_dist_m,air_pm25_cold_night,air_pm25_cold_day,air_pm25_warm_night,air_pm25_warm_day,air_nearest_dist_m,district_crime_count,district_crime_index,district,house_type,condition,bathroom_type,furnished
380000,50.0,2,43.166862574852,76.877039725619,,3,3,,22,1.0,1,1,1,1.0,,25.0,0,1,10.867992,3,1,2,0.48052898,0.7611144,152.83197,2,0,1,1.0600879,1.9555606,395.7504,0,0,0,3.2427075,3.3907213,3219.12,0,0,0,5.4842253,5.9815526,5210.4956,2,0,0,1.0925629,1.6073171,707.2403,0,0,0,6.322511,6.9145994,4505.8174,4,2,2,0.32372466,0.59952295,188.47597,1,0,1,1.8515484,2.8891063,395.7504,0,0,0,6.657229,7.1719933,6355.1562,0,0,0,3.4641142,4.2052965,2666.6697,1,0,0,2.6366875,3.1683848,630.5063,8,1,4,0.3095551,0.40154234,196.53877,0,0,0,1.7417101,1.9839053,1223.3484,4,0,1,0.5771416,0.7426013,451.1015,0,0,0,7.9980373,10.383828,4322.8813,0,0,0,4.3626866,4.812163,4246.2905,27.796865,54.13858,31.468452,42.958023,1067.4688,1408.0,0.29824188,Наурызбайский район,unknown,"свежий ремонт, новая мебель",совмещен,unknown
170000,40.0,1,43.302434473877,76.840122596116,,4,5,,12,1.0,0,1,0,0.8,,40.0,0,0,9.317296,10,0,3,0.419472,0.47478142,396.07132,1,0,0,1.8776304,2.3730083,525.00507,1,0,0,1.4140928,1.8223242,616.6731,1,0,1,3.8920174,5.583414,332.95572,4,2,2,0.41076267,0.6621775,118.07518,0,0,0,5.997914,6.9624133,1853.4211,3,1,2,0.45331663,0.67976594,257.2136,1,0,0,1.3173286,2.6086087,525.00507,0,0,0,8.232857,8.545676,7901.11,0,0,0,1.2516478,1.4215745,1093.2241,1,0,0,1.1576471,1.7437298,525.00507,7,0,0,0.6226464,0.73133504,518.4724,1,0,0,1.0226666,1.4798428,899.9528,5,2,2,0.2547634,0.5508119,36.449207,0,0,0,6.5562916,7.7615914,4483.868,0,0,0,7.2445035,7.826164,5715.597,67.558334,58.36809,49.335117,37.125927,294.7943,3411.0,0.7225164,Алатауский район,unknown,unknown,unknown,полностью
350000,35.0,1,43.203012727103,76.873384364015,,6,12,,20,1.0,1,0,31,0.5,,35.0,0,0,7.6378903,23,1,7,0.29956067,0.34526867,196.84518,12,1,3,0.23414032,0.34840405,96.042564,6,0,2,0.54978585,0.7218415,358.52255,0,0,0,2.4913046,2.6741443,2204.4177,11,3,6,0.1079162,0.19070742,27.521397,0,0,0,3.367368,3.8258069,2139.957,17,1,5,0.28869474,0.3631013,145.22026,2,1,2,0.7749016,1.2621049,168.8497,0,0,0,2.9795794,3.4172559,2605.0637,0,0,0,2.045934,2.3828528,1643.2919,3,0,2,0.5077507,0.8841962,300.58197,38,7,15,0.032087695,0.09160716,6.516892,7,0,1,0.5364555,0.61410236,486.46777,18,4,8,0.07470679,0.16601567,6.516892,0,0,0,5.0703006,7.155677,1962.0405,2,2,2,0.6288,1.0128101,253.99292,40.165062,55.810486,31.0,43.148148,288.51886,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
350000,85.0,2,43.248856911735,76.866705268403,,3,15,,12,1.0,1,0,8,0.2,,42.5,0,0,5.5731215,16,1,2,0.3928253,0.52063805,110.179405,1,0,0,0.9499285,1.0515153,716.75507,5,1,3,0.28480262,0.43771443,21.575756,0,0,0,3.0305755,3.2314336,2446.261,6,1,2,0.37723768,0.5561981,109.29973,0,0,0,3.2922406,3.6141794,1980.0103,13,3,4,0.19491999,0.3080612,152.05318,0,0,0,1.5771669,1.8672831,1068.5681,0,0,0,2.1297688,2.6914353,1591.695,0,0,0,2.6239662,3.0084047,2410.7798,1,0,0,0.95531744,1.4419012,716.75507,50,8,19,0.09870322,0.13366613,46.07211,4,0,0,0.69861925,0.86007714,609.50226,20,3,7,0.167132,0.26485533,123.71686,1,0,0,4.264015,5.3521686,813.6956,1,0,0,2.6448002,3.091894,959.4083,82.60029,72.75246,,,275.21048,4721.0,1.0,Алмалинский район,unknown,unknown,совмещен,полностью
450000,60.0,3,43.223691,76.960826,,5,5,,33,1.0,0,0,0,1.0,,20.0,0,1,4.0616317,14,2,4,0.26051757,0.36955392,191.4062,11,0,1,0.5186746,0.5881003,365.0972,4,0,0,0.6481272,0.7454437,564.928,0,0,0,4.7387304,4.8665934,4529.007,12,2,3,0.26917052,0.37031513,210.4751,4,0,4,0.39358118,0.90523833,364.62848,15,2,3,0.24202868,0.35150933,87.7175,1,0,0,2.3241208,2.676304,959.4088,0,0,0,2.9708357,3.4352133,2324.655,0,0,0,1.5900301,1.9829081,1475.3457,0,0,0,2.5492601,2.764896,2304.1511,77,12,20,0.16143763,0.16938789,139.6797,3,0,1,0.61137265,0.8414923,303.8021,22,6,8,0.1412205,0.16494888,115.45406,0,0,0,6.7031384,8.663845,5629.6616,1,0,0,1.639884,1.8896197,676.1548,25.535082,37.968094,26.514917,18.084654,517.7275,2504.0,0.5303961,Медеуский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
240000,53.0,2,43.251696,76.882484,,1,9,,8,1.0,0,1,0,0.11111111,,26.5,1,0,4.268942,21,3,6,0.21130191,0.311893,152.90727,3,0,1,0.6321586,0.80774385,320.2005,16,3,6,0.19147156,0.25780454,129.14111,0,0,0,2.588738,3.0833008,2265.3594,5,1,2,0.43174955,0.5866918,275.09378,0,0,0,2.9919536,3.0417364,2978.0852,16,2,4,0.28860727,0.37105444,168.32057,1,1,1,0.87531966,1.1658782,281.73203,0,0,0,2.103491,2.6130126,1737.3903,0,0,0,2.4308004,2.898865,1387.9055,3,0,2,0.4121055,0.7170133,316.47314,65,12,20,0.16788913,0.18895729,143.48073,8,0,2,0.4208103,0.4825486,320.62494,14,1,6,0.34113747,0.39277604,208.52235,0,0,0,4.293511,5.458076,2101.8242,0,0,0,2.7604825,3.029496,2157.459,64.2627,58.82061,41.51845,39.404938,494.7318,4721.0,1.0,Алмалинский район,unknown,"не новый, но аккуратный и чистый ремонт",разделен,полностью
299999,44.0,1,43.213836218696,76.886053319725,,9,12,,12,1.0,1,0,8,0.75,,44.0,0,0,6.0559225,23,2,5,0.31464058,0.3734741,240.69016,11,0,2,0.50922555,0.61832255,442.997,12,0,2,0.4394912,0.5021914,329.98874,0,0,0,1.4668672,1.9588497,1228.287,15,0,4,0.35845026,0.43358216,315.1927,0,0,0,2.9472635,2.9643178,2932.0933,15,1,4,0.33540362,0.3909159,147.7688,0,0,0,1.2987347,1.411623,1184.0244,0,0,0,2.512777,2.8588054,2394.144,0,0,0,2.2109864,2.3794987,1547.7109,1,0,1,0.9286821,1.0589899,462.56253,82,1,6,0.34421614,0.37923643,296.9485,6,0,2,0.48866874,0.60695744,364.0868,38,1,8,0.25801867,0.32200244,40.18352,0,0,0,4.5326314,6.478985,1548.3578,1,0,0,0.9059215,1.040464,623.2419,49.17729,57.651257,36.626785,42.91605,472.8642,2909.0,0.616183,Бостандыкский район,unknown,"не новый, но аккуратный и чистый ремонт",unknown,полностью
280000,60.0,3,43.237248,76.94145,,1,4,,11,1.0,0,0,0,0.25,,20.0,1,0,2.0418985,33,3,6,0.17767258,0.3044235,119.56283,17,1,3,0.3178931,0.40592375,175.36612,6,1,2,0.33806685,0.45848745,85.04468,0,0,0,2.9812999,3.4103777,2744.4045,23,4,6,0.19946143,0.25023556,166.75601,0,0,0,1.1320455,1.4828017,1105.2944,5,0,2,0.44137353,0.6260529,344.7953,0,0,0,1.3855253,1.5082359,1015.2057,1,0,0,1.2135159,1.6519158,818.28375,2,0,1,0.7395982,1.0283108,383.57877,2,0,0,0.92132694,1.1515881,550.69934,181,8,20,0.15754245,0.18101044,140.03033,3,1,1,0.5589435,0.81285894,235.29138,37,1,5,0.26733193,0.3145584,125.54565,0,0,0,5.363505,7.1374106,4070.7249,6,1,1,0.5968092,0.73864096,114.72268,23.48974,36.445335,7.8434076,13.136182,276.70963,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",unknown,частично
300000,59.0,2,43.24739267165,76.806197081648,,9,12,,7,1.0,1,1,45,0.75,,29.5,0,0,10.465946,12,2,5,0.23792572,0.29421106,175.26135,0,0,0,1.1408442,1.3013151,1135.2123,4,0,0,0.68606216,0.79537714,565.2006,0,0,0,4.0978956,4.460615,3456.44,1,0,0,1.2104157,1.4353665,786.9837,0,0,0,1.7262082,1.7915007,1708.5688,24,1,4,0.39317155,0.43092644,282.85342,1,0,0,1.4567459,1.6512624,758.7159,0,0,0,4.855877,5.5767574,4299.0015,0,0,0,3.3844876,4.0039024,2071.8528,0,0,0,1.7055674,2.0624406,1646.9977,19,2,3,0.24384397,0.38037223,204.10287,4,0,1,0.6480652,0.79371136,422.87396,5,0,0,0.6619275,0.7449712,650.98737,0,0,0,5.348691,7.3168416,2901.6475,0,0,0,3.409437,4.607601,2193.51,36.562794,35.066364,13.2905655,14.597521,256.7119,3411.0,0.7225164,Алатауский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
450000,71.0,3,43.263455,76.945977,,4,8,,10,1.0,0,0,0,0.5,,23.666666,0,0,1.2938489,52,6,14,0.11011255,0.17839493,30.38672,14,1,2,0.3984371,0.45124358,190.26324,11,2,2,0.34217688,0.45262685,232.4735,1,0,1,1.8258531,2.5502083,386.66284,16,1,4,0.28087682,0.34000155,193.98633,0,0,0,1.6587917,1.7147512,1633.1693,9,1,4,0.3086602,0.39988062,254.30652,4,0,1,0.6828475,0.88033795,483.18222,2,0,1,0.81954527,1.5251255,328.72284,3,0,0,0.7163443,1.095105,668.67993,3,0,0,0.7361632,0.97247225,594.2908,243,35,90,0.076170154,0.09193086,58.89726,6,1,2,0.44418067,0.59021443,150.40906,34,6,14,0.1936565,0.21883509,128.9011,0,0,0,4.845467,6.1972265,1281.3629,3,0,0,0.7946974,0.8864691,530.40106,66.863335,78.89083,41.102978,46.032715,964.7068,2504.0,0.5303961,Медеуский район,unknown,unknown,совмещен,полностью
295000,87.0,3,43.31079,76.97343,,8,9,,16,1.0,0,1,0,0.8888889,,29.0,0,0,6.939847,12,3,5,0.14923762,0.26544273,40.013416,0,0,0,2.6176507,2.7296398,2521.9907,1,0,1,1.0965508,1.3335235,487.52493,0,0,0,4.2397943,5.3094096,3280.4717,2,0,0,0.8080721,1.1117367,633.5483,0,0,0,1.2821778,1.95104,1268.417,7,1,2,0.40122834,0.5672127,180.1136,0,0,0,4.326573,4.791924,3123.8164,0,0,0,5.9591722,6.853053,4989.623,0,0,0,2.4977994,2.7789724,2034.1361,0,0,0,1.6733211,2.163042,1162.853,6,1,1,0.44401932,0.57182777,195.32097,3,0,0,0.8687883,1.1183358,731.8306,5,2,3,0.18652168,0.36311033,48.018883,0,0,0,4.65615,4.8571057,3912.0015,0,0,0,5.628914,5.8621144,5550.6094,86.86392,61.036453,61.495834,40.177776,743.15674,2253.0,0.4772294,Турксибский район,unknown,"не новый, но аккуратный и чистый ремонт",разделен,полностью
130000,27.0,2,43.33551806833,76.818090997676,,,,,13,1.0,0,1,0,,,13.5,0,0,13.0261755,4,0,0,0.6542382,0.8127413,504.54794,0,0,0,5.3511887,6.0260744,3590.2751,0,0,0,3.7956903,4.720989,2330.0872,0,0,0,6.573224,8.616435,3756.365,0,0,0,3.4717538,3.8256962,3179.8247,0,0,0,8.759425,9.876467,3969.402,10,1,5,0.31520998,0.37096104,215.32855,0,0,0,4.9960575,5.734473,3590.2751,0,0,0,12.274039,12.447949,11983.261,0,0,0,3.2617192,4.0490336,2902.2166,0,0,0,4.411562,5.044315,3590.2751,1,0,0,1.0644591,1.4422402,683.65906,1,0,1,1.6172878,2.1549273,345.12906,4,1,1,0.48987812,0.70387036,214.13402,0,0,0,9.510092,10.490504,7332.7876,0,0,0,10.964404,11.557742,9742.479,60.35951,50.15254,45.617966,34.27702,2101.8337,3411.0,0.7225164,Алатауский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
150000,45.0,1,43.283324,76.946849,,5,5,,18,1.0,0,0,0,1.0,,45.0,0,1,3.2923641,21,1,5,0.2996491,0.35472706,170.1678,0,0,0,1.6369349,1.6783557,1550.7422,1,0,0,1.2001818,1.4248966,538.2368,0,0,0,1.6218717,3.0064049,1409.5151,2,1,1,0.75425845,0.99759555,149.58115,0,0,0,3.457577,3.486543,3425.222,4,0,0,0.81815976,0.89874643,776.6199,0,0,0,1.6051906,1.8059484,1316.9458,0,0,0,2.4627724,3.3651245,1370.4105,0,0,0,2.393389,2.5303688,2306.933,1,0,0,1.6954359,2.0942898,675.13837,19,2,4,0.17468618,0.2840206,67.67579,2,0,1,0.78934085,0.9930297,469.21542,5,0,0,0.68357426,0.78065777,514.12244,0,0,0,4.090326,5.889094,1231.6301,0,0,0,2.300409,2.6038058,1822.4342,61.529293,59.71322,54.588097,41.385803,221.9314,2504.0,0.5303961,Медеуский район,unknown,"свежий ремонт, новая мебель",совмещен,unknown
300000,30.6,1,43.26695843638,76.966522096789,,8,10,,0,0.0,1,0,14,0.8,,30.6,0,0,2.8781395,22,2,5,0.26070574,0.33975706,173.88464,7,0,0,0.764226,0.806249,720.6846,2,0,0,0.9707729,1.0651155,811.58234,0,0,0,2.8140993,3.748641,1569.5741,10,4,4,0.19579378,0.29092956,131.69244,0,0,0,2.6396632,2.703946,2618.5183,9,3,3,0.19409774,0.3684893,126.19485,0,0,0,1.2769262,1.4612163,1006.2231,0,0,0,1.974485,2.638032,1807.9423,1,0,0,1.1381755,1.3781886,627.4349,0,0,0,1.3460159,1.5080156,1106.8851,54,3,8,0.19993034,0.28452393,143.20737,3,1,1,0.6127969,0.8785143,239.76645,12,2,2,0.33244345,0.49039507,59.62904,0,0,0,5.8727903,7.157357,2351.525,0,0,0,1.737282,1.9834906,1508.4178,49.579884,69.20424,37.64881,41.441357,570.04913,2504.0,0.5303961,Медеуский район,unknown,unknown,unknown,полностью
435000,80.0,3,43.230865082152,76.874686223487,,7,12,,18,1.0,1,0,8,0.5833333,,26.666666,0,0,5.574033,15,2,4,0.28442168,0.36978492,201.86815,12,2,3,0.15639983,0.31461436,68.658325,18,3,5,0.26534334,0.30446315,232.08551,0,0,0,1.8423982,2.2947855,1326.1294,10,1,2,0.39931974,0.49973342,163.06296,0,0,0,2.5095434,2.7178206,1518.4492,16,2,4,0.20831633,0.32525587,73.671715,1,0,0,0.9524371,1.1240408,533.8236,2,0,0,0.9386404,1.6489385,599.6401,0,0,0,1.8076943,2.305159,1541.4414,0,0,0,1.5257794,1.7463598,1301.4111,84,7,27,0.17546628,0.19235513,169.08386,5,0,0,0.69419354,0.782333,651.9731,28,5,10,0.12348698,0.16008468,70.26446,0,0,0,4.250801,5.7308536,2045.925,0,0,0,1.7073513,2.1589198,1536.7607,,114.44,,,350.43164,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",разделен,полностью
250000,45.0,1,43.233143874976,76.852615552519,,9,9,,13,1.0,1,1,7,1.0,,45.0,0,1,7.101844,14,2,6,0.29162794,0.3645894,181.23085,5,1,2,0.33467048,0.47549853,65.1547,5,2,3,0.20690858,0.4322635,67.068275,1,0,0,1.3093553,2.415758,802.197,7,0,2,0.3859237,0.47071457,302.66153,1,1,1,2.6690004,3.268532,287.48663,10,2,3,0.34005886,0.46422878,243.46025,1,0,0,1.4074142,1.6666073,599.3231,0,0,0,1.4589614,2.056411,1146.9143,1,0,0,1.0445079,1.9514596,735.0911,1,0,0,1.2873809,1.6534038,755.45636,50,2,11,0.2559043,0.30228233,212.46411,7,1,3,0.36122462,0.47462696,271.17175,8,0,1,0.5754155,0.6485777,382.19803,0,0,0,4.1545787,5.8251452,1381.49,0,0,0,1.9329947,2.1572232,1666.4293,50.61359,56.709408,38.75389,40.871605,940.52954,3010.0,0.63757676,Ауэзовский район,unknown,"не новый, но аккуратный и чистый ремонт",совмещен,полностью
320000,56.0,2,43.262554353583,76.918500452423,,11,13,,5,1.0,1,0,21,0.84615386,,28.0,0,0,1.5782415,23,3,5,0.21877357,0.31183678,112.18628,6,1,2,0.37473425,0.6109477,286.36124,11,2,2,0.3324836,0.45853624,210.67877,0,0,0,1.8442945,2.3723176,1571.6008,6,1,1,0.6207236,0.74280775,196.04198,1,0,0,1.07381,1.1472777,828.628,9,0,1,0.54391897,0.59394133,415.0691,1,0,0,1.166321,1.3104875,981.1253,0,0,0,2.3480473,2.4302394,2241.077,0,0,0,1.7931231,2.027858,1558.5435,3,2,2,0.4835713,0.7894531,234.91235,78,6,12,0.09696751,0.13487478,20.886051,5,1,2,0.39322886,0.48091832,277.87677,21,4,6,0.117060594,0.17977245,105.37877,0,0,0,4.0084634,5.594017,2082.1553,0,0,0,1.119108,1.2835472,1002.1128,72.04913,63.542336,39.947025,40.216667,84.26684,4721.0,1.0,Алмалинский район,unknown,unknown,unknown,полностью
300000,43.0,2,43.244026,76.900513,,1,5,,17,1.0,0,0,0,0.2,,21.5,1,0,3.048083,43,4,8,0.12475466,0.1803683,88.47057,23,3,9,0.14974782,0.24094692,111.439224,32,1,7,0.3275178,0.36748692,292.165,1,0,0,1.3082613,2.2896843,663.33575,12,0,1,0.47104147,0.527472,306.79672,0,0,0,1.4300299,1.5017493,1326.5745,15,2,4,0.2550693,0.34982625,170.13927,6,2,2,0.34580404,0.5164443,111.439224,1,0,0,1.3831266,1.9092546,664.41315,1,0,1,0.9968118,1.4896803,399.6251,1,0,0,1.4199473,1.6545961,858.9405,146,6,23,0.139458,0.18088426,98.237335,9,3,3,0.20555808,0.3792618,165.48282,35,3,5,0.22932465,0.32293132,205.66685,0,0,0,4.189786,5.80386,3421.2634,0,0,0,1.6592157,1.8658229,1231.8965,55.14945,65.80678,34.25119,41.253704,580.79694,4721.0,1.0,Алмалинский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
500000,80.0,2,43.199032293107,76.931248165464,,,,,15,1.0,1,1,5,,,40.0,0,0,6.2307534,7,1,4,0.27632615,0.37062204,127.05611,0,0,0,1.3176804,1.5354784,1014.27997,1,0,0,1.410503,1.9099352,558.729,0,0,0,3.0552173,4.0646377,2263.9248,1,0,0,1.2280469,1.3919185,817.49194,0,0,0,3.464244,3.6768007,2441.443,5,3,5,0.13062689,0.21354246,43.96816,0,0,0,2.6441228,3.1717281,2478.3599,0,0,0,4.820391,5.131532,4697.53,0,0,0,2.1363516,2.4819977,1489.1792,0,0,0,3.0691197,3.314884,2741.552,3,1,1,0.6662583,0.8890835,213.36974,0,0,0,1.7515129,2.0027776,1279.4955,3,1,2,0.39644516,0.71188647,15.345272,0,0,0,6.301185,8.728468,2759.284,0,0,0,1.9955789,2.4495323,1792.2,29.751572,59.30334,34.274097,42.45741,545.18604,2909.0,0.616183,Бостандыкский район,unknown,"не новый, но аккуратный и чистый ремонт",совмещен,полностью
300000,69.9,3,43.222712792159,76.784331492726,,9,10,,7,1.0,1,1,44,0.9,,23.3,0,0,12.722144,17,2,4,0.23648648,0.31606403,79.25524,5,0,0,0.8447124,0.8869058,778.94025,6,3,3,0.14740425,0.34250954,117.359116,0,0,0,3.708098,4.9788957,1022.6994,10,3,4,0.1567772,0.27608737,88.37934,0,0,0,1.4918568,1.5492901,1283.7742,53,0,14,0.3527883,0.3609844,343.83292,0,0,0,1.4557029,1.9025047,1428.5262,0,0,0,5.7205095,6.8311834,4393.2505,0,0,0,3.105787,4.1205482,2137.977,0,0,0,2.0802352,2.6889877,1068.6599,37,9,15,0.16643764,0.1840693,143.25255,1,0,0,0.9285501,1.1325382,753.899,17,2,2,0.28687152,0.4028063,55.30078,0,0,0,5.7039323,8.3801775,1190.4761,0,0,0,5.015416,5.8838797,3879.371,75.10281,70.379234,51.631546,42.51543,158.59497,1408.0,0.29824188,Наурызбайский район,unknown,"не новый, но аккуратный и чистый ремонт",совмещен,unknown
200000,30.0,1,43.292814716206,77.02410899143,,3,4,,8,1.0,0,0,0,0.75,,30.0,0,0,8.35017,1,0,0,1.0319597,1.2991036,554.54736,0,0,0,1.9256319,2.7522876,1645.0256,0,0,0,2.3471751,2.8056686,2046.4941,0,0,0,6.8423753,7.7518044,6798.1826,0,0,0,1.8000644,2.1481564,1582.0726,0,0,0,2.9395187,4.070425,2917.1375,1,0,0,1.2537012,1.4967589,638.4933,0,0,0,6.4745326,6.636519,6338.179,0,0,0,7.2832766,7.951096,6869.43,0,0,0,4.3294353,4.730918,4059.3042,0,0,0,3.7707841,4.0747895,2918.1765,1,0,1,0.85354584,0.98597294,424.21106,0,0,0,2.5914836,3.0781283,2114.8408,0,0,0,1.7454842,1.7812401,1684.233,0,0,0,6.187234,6.775383,6095.171,0,0,0,6.990622,7.213476,6943.7847,,,4.076527,5.853565,967.73157,,,unknown,unknown,"свежий ремонт, новая мебель",совмещен,частично
300000,36.6,1,43.252229459895,76.901961512085,,6,17,,11,1.0,1,0,16,0.3529412,,36.6,0,0,2.693347,28,3,8,0.15624218,0.24516366,49.03989,21,1,4,0.33183247,0.4105989,296.35928,25,2,6,0.20244007,0.284364,19.843273,1,0,0,1.6690687,2.487636,731.9071,8,2,2,0.25234666,0.38838837,28.28626,0,0,0,1.8729942,1.9959785,1437.5721,12,1,3,0.42054072,0.5035852,293.71896,7,1,2,0.37581772,0.48958853,191.1498,0,0,0,1.9575763,2.440052,1572.8699,0,0,0,1.4710203,1.8529603,1082.4249,0,0,0,1.4141331,1.5401193,1317.4614,77,13,27,0.018576542,0.027969208,13.036267,6,1,2,0.40347034,0.53299195,275.98257,27,5,9,0.06691272,0.09845959,19.046394,0,0,0,4.315867,5.762791,3630.7769,0,0,0,1.8466657,1.9595658,1717.8904,69.686035,69.24446,38.670834,43.22099,394.90524,4721.0,1.0,Алмалинский район,unknown,"не новый, но аккуратный и чистый ремонт",совмещен,полностью
250000,60.4,3,43.31571,76.929044,,3,12,,11,1.0,1,1,45,0.25,,20.133333,0,0,6.7678466,21,3,4,0.19486009,0.30246052,86.82135,1,0,0,1.0467029,1.127119,818.632,1,0,1,1.0446466,1.2101396,453.5345,0,0,0,4.202956,5.164457,2473.5342,0,0,0,1.1769767,1.2648016,1133.3507,0,0,0,2.559161,3.3117337,2181.0308,9,1,3,0.3624734,0.52983916,175.95473,0,0,0,2.5235841,3.6383069,2022.083,0,0,0,6.2130623,7.040962,5118.586,0,0,0,2.0284197,2.2335892,1745.6049,2,0,0,0.9764128,1.2369401,818.632,35,3,5,0.22329397,0.26902562,214.2628,2,0,0,0.7558283,0.9404795,596.9244,7,0,0,0.70553493,0.78383684,539.95514,0,0,0,3.7135122,5.2534714,3155.8865,0,0,0,5.761697,6.177179,5228.179,65.430595,54.47402,72.32917,39.126545,226.306,3411.0,0.7225164,Алатауский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
450000,64.0,2,43.211365939247,76.897194385529,,10,16,,9,1.0,1,0,20,0.625,,32.0,0,0,5.737719,23,1,5,0.26875427,0.33216816,110.86168,12,0,5,0.35353076,0.40875104,320.0512,12,1,5,0.33832955,0.3780954,252.78076,2,1,1,0.8766236,1.9721998,284.86377,15,4,9,0.20263141,0.25190032,145.6886,0,0,0,2.484082,2.554121,2225.1794,22,0,4,0.39111862,0.4325071,385.85275,2,0,0,0.9093905,1.353809,705.9878,0,0,0,3.1628036,3.3042212,3012.1978,1,0,0,1.4409726,1.9511224,631.58466,3,0,0,0.77931553,0.92091817,581.131,128,14,61,0.07311653,0.097871564,68.27907,4,0,0,0.7353067,0.82762176,513.8213,31,2,11,0.21850038,0.2688989,65.992455,1,0,0,4.5222306,6.7101912,960.1369,1,0,0,0.94891685,1.2754952,671.83453,40.195454,55.352566,35.078915,42.287655,751.6765,2909.0,0.616183,Бостандыкский район,unknown,"не новый, но аккуратный и чистый ремонт",совмещен,полностью
600000,76.0,3,43.197579,76.895303,,1,16,,5,1.0,1,0,6,0.0625,,25.333334,1,0,7.1492896,26,4,9,0.14839774,0.20723675,95.60988,9,1,2,0.41381773,0.539289,257.56042,5,0,0,0.6791112,0.7395193,602.60315,0,0,0,2.0755591,2.9377003,1495.985,13,1,5,0.2805785,0.33407846,199.79366,0,0,0,3.7662458,3.9026184,3295.8726,13,0,3,0.44610867,0.5138351,410.97595,1,0,0,1.2169626,1.6746716,955.96375,0,0,0,4.343241,4.536356,4176.317,0,0,0,1.5329193,2.2306204,1115.5007,1,0,0,1.1314049,1.3795092,701.1983,100,2,28,0.23285922,0.27088958,183.96768,8,0,1,0.5538822,0.6570544,486.1423,35,3,7,0.22265942,0.26318803,181.02287,1,0,0,5.2810903,7.535703,602.60315,1,0,0,1.5685548,1.8282561,984.96826,30.287748,56.388847,25.441359,40.176544,717.5415,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
