target_rent_kzt,area_m2,rooms,lat,lon,year_built,floor_current,floors_total,ceiling_height_m,photo_count,has_photo,has_complex_id,has_microdistrict,complex_listing_count,floor_ratio,building_age,area_per_room,is_first_floor,is_last_floor,dist_to_center_km,bus_stops_count_1000m,bus_stops_count_300m,bus_stops_count_500m,bus_stops_mean_dist_km_3,bus_stops_mean_dist_km_5,bus_stops_nearest_dist_m,clinics_count_1000m,clinics_count_300m,clinics_count_500m,clinics_mean_dist_km_3,clinics_mean_dist_km_5,clinics_nearest_dist_m,dentistry_count_1000m,dentistry_count_300m,dentistry_count_500m,dentistry_mean_dist_km_3,dentistry_mean_dist_km_5,dentistry_nearest_dist_m,energy_count_1000m,energy_count_300m,energy_count_500m,energy_mean_dist_km_3,energy_mean_dist_km_5,energy_nearest_dist_m,fitness_count_1000m,fitness_count_300m,fitness_count_500m,fitness_mean_dist_km_3,fitness_mean_dist_km_5,fitness_nearest_dist_m,hospitals_count_1000m,hospitals_count_300m,hospitals_count_500m,hospitals_mean_dist_km_3,hospitals_mean_dist_km_5,hospitals_nearest_dist_m,kindergartens_count_1000m,kindergartens_count_300m,kindergartens_count_500m,kindergartens_mean_dist_km_3,kindergartens_mean_dist_km_5,kindergartens_nearest_dist_m,medcenters_count_1000m,medcenters_count_300m,medcenters_count_500m,medcenters_mean_dist_km_3,medcenters_mean_dist_km_5,medcenters_nearest_dist_m,metro_count_1000m,metro_count_300m,metro_count_500m,metro_mean_dist_km_3,metro_mean_dist_km_5,metro_nearest_dist_m,parks_count_1000m,parks_count_300m,parks_count_500m,parks_mean_dist_km_3,parks_mean_dist_km_5,parks_nearest_dist_m,polyclinics_count_1000m,polyclinics_count_300m,polyclinics_count_500m,polyclinics_mean_dist_km_3,polyclinics_mean_dist_km_5,polyclinics_nearest_dist_m,restaurants_coffee_count_1000m,restaurants_coffee_count_300m,restaurants_coffee_count_500m,restaurants_coffee_mean_dist_km_3,restaurants_coffee_mean_dist_km_5,restaurants_coffee_nearest_dist_m,schools_count_1000m,schools_count_300m,schools_count_500m,schools_mean_dist_km_3,schools_mean_dist_km_5,schools_nearest_dist_m,supermarkets_count_1000m,supermarkets_count_300m,supermarkets_count_500m,supermarkets_mean_dist_km_3,supermarkets_mean_dist_km_5,supermarkets_nearest_dist_m,transport_count_1000m,transport_count_300m,transport_count_500m,transport_mean_dist_km_3,transport_mean_dist_km_5,transport_nearest_dist_m,universities_count_1000m,universities_count_300m,universities_count_500m,universities_mean_dist_km_3,universities_mean_dist_km_5,universities_nearest_dist_m,air_pm25_cold_night,air_pm25_cold_day,air_pm25_warm_night,air_pm25_warm_day,air_nearest_dist_m,district_crime_count,district_crime_index,district,house_type,condition,bathroom_type,furnished
250000,45.0,2,43.229432,76.85761,,3,5,,7,1.0,0,1,0,0.6,,22.5,0,0,6.883287,22,1,4,0.2781541,0.3746102,64.17546,6,1,1,0.40302587,0.47113162,192.99088,7,0,1,0.5168577,0.5848394,418.82513,1,1,1,1.0886979,2.0729427,231.03642,9,0,1,0.56977063,0.6701093,412.64743,1,0,1,2.6852975,3.3762808,393.36935,17,0,2,0.4851047,0.5429672,413.25555,1,1,1,0.9123563,1.3326017,23.637533,2,0,0,1.0630894,1.7480094,641.47754,2,0,1,0.8293038,1.857661,371.72974,1,1,1,1.0459443,1.4772147,177.7548,67,13,24,0.041052874,0.04659048,37.62243,9,0,2,0.4595436,0.49080604,367.82837,14,2,3,0.31305817,0.41567108,205.14743,0,0,0,4.210555,5.8842263,1716.4019,0,0,0,1.8433288,2.111112,1693.4558,50.61359,56.709408,38.75389,40.871605,714.33154,3010.0,0.63757676,Ауэзовский район,unknown,"не новый, но аккуратный и чистый ремонт",unknown,полностью
850000,85.0,3,43.226717269996,76.937085340764,,,,,10,1.0,1,0,79,,,28.333334,0,0,3.1494336,13,2,4,0.25814962,0.34676972,189.17683,17,6,11,0.16436616,0.18259154,158.85477,2,2,2,0.55975616,0.8773311,179.10342,0,0,0,3.0976872,3.2463412,2962.094,19,4,9,0.124909334,0.18074037,48.1037,0,0,0,1.827208,1.9124026,1435.7224,15,2,3,0.29972482,0.3943372,262.41382,0,0,0,1.4870569,1.8587575,1114.536,0,0,0,1.9838656,2.4679945,1748.341,2,0,0,0.90669435,1.0868888,747.33264,1,0,0,0.98885846,1.33397,522.2966,127,10,31,0.13355735,0.14768915,123.19405,1,0,0,0.9898555,1.1353858,753.9878,26,1,6,0.28587368,0.34449968,83.973495,0,0,0,5.366635,7.560557,4166.0317,0,0,0,1.1652548,1.2266709,1000.8489,46.841995,62.729614,32.925594,39.93889,582.0919,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
300000,75.0,3,43.309773,76.841485,,5,5,,22,1.0,0,1,0,1.0,,25.0,0,1,9.71581,20,2,4,0.2798395,0.37437946,165.53,1,0,1,2.3525102,2.9837153,350.7683,1,1,1,1.2824988,2.0444622,255.4998,1,0,0,4.2049603,5.8913903,601.51843,4,1,2,0.38461733,0.64437515,129.74689,0,0,0,6.541555,7.5790014,2233.894,16,2,3,0.294152,0.42828766,223.40195,1,0,1,1.6288419,2.9016588,350.7683,0,0,0,8.941437,9.177161,8625.12,2,0,1,0.73203474,1.3163182,372.29996,1,0,1,1.3535687,1.9325465,350.7683,12,7,10,0.12389532,0.15525433,96.62926,2,2,2,0.6833928,1.1787401,202.99973,5,0,0,0.72347146,0.77509975,624.623,0,0,0,6.8898425,8.025165,4473.5835,0,0,0,7.878589,8.37229,6492.9346,67.558334,58.36809,49.335117,37.125927,756.8493,3411.0,0.7225164,Алатауский район,unknown,unknown,разделен,частично
320000,55.0,2,43.263748760191,76.932084560394,,,,,9,1.0,1,0,38,,,27.5,0,0,1.0010569,36,4,8,0.1419425,0.20313005,92.86243,15,3,4,0.23642628,0.3241489,136.59991,9,1,3,0.3001752,0.48288596,139.92348,0,0,0,1.6333369,2.2691624,1266.069,13,0,7,0.3433026,0.36570686,305.14288,1,0,0,1.0189381,1.1204087,964.40015,14,0,4,0.36543244,0.42409322,340.5281,2,0,1,0.8823903,1.1081467,402.20508,0,0,0,1.4243952,1.8987786,1185.7969,1,0,1,1.2557462,1.4812257,462.94122,4,0,2,0.5321229,0.78729826,329.08447,207,38,82,0.025201969,0.03360367,18.321926,5,0,1,0.6327253,0.7506229,411.47375,35,4,9,0.07518371,0.15585081,46.93776,0,0,0,4.2331305,5.7502456,1253.2568,3,0,0,0.6353927,0.8657331,599.9437,75.59757,72.040306,41.854763,42.623455,41.560284,4721.0,1.0,Алмалинский район,unknown,"свежий ремонт, новая мебель",unknown,полностью
300000,52.0,2,43.220081256078,76.887544641175,,,,,7,1.0,1,0,78,,,26.0,0,0,5.4639163,21,0,4,0.42573103,0.45436272,380.62354,10,0,0,0.5934549,0.6155694,582.2593,11,0,0,0.6135699,0.64380896,550.1259,1,0,0,1.4028287,1.907851,730.4804,6,0,1,0.52922934,0.5759448,445.39365,0,0,0,2.4103076,2.4292176,2398.5332,15,0,0,0.61855435,0.65054244,572.08435,1,0,0,1.2240398,1.4465284,663.9423,0,0,0,2.0784624,2.3839495,2006.4319,0,0,0,2.104685,2.3529658,1681.2925,4,0,0,0.752704,0.9335056,686.82635,54,10,21,0.0738655,0.09225245,32.25294,5,0,2,0.5110565,0.6991975,303.10452,31,8,9,0.05098265,0.060179062,31.7352,0,0,0,4.338274,6.219898,2093.4204,1,1,1,0.9411967,1.2716733,229.96948,49.17729,57.651257,36.626785,42.91605,409.88962,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
220000,50.0,1,43.273289,76.828891,,2,7,,8,1.0,1,0,22,0.2857143,,50.0,0,0,8.829302,13,0,2,0.41787127,0.5064275,325.0711,2,0,0,0.97385156,1.2614892,803.24414,4,0,0,0.84075004,0.88852113,773.4641,0,0,0,3.9094746,4.806797,3018.8157,2,0,0,0.87513554,1.0508801,650.48236,0,0,0,4.3945107,4.678165,3091.1123,11,0,1,0.5360941,0.6049646,493.52753,0,0,0,2.6241193,2.8563216,1733.6543,0,0,0,5.775796,6.0951447,5633.71,0,0,0,2.9270651,3.6485941,2016.2832,2,0,0,1.020285,1.2704209,942.5445,10,0,1,0.60960436,0.75131303,308.21432,1,0,0,1.0739039,1.2580458,881.13617,12,2,2,0.3401802,0.5456351,85.0923,0,0,0,5.462382,6.9848065,3957.3643,0,0,0,4.386092,5.5427933,3194.0698,70.31797,56.90585,47.63735,41.427906,944.43414,3411.0,0.7225164,Алатауский район,unknown,"свежий ремонт, новая мебель",разделен,полностью
500000,82.0,3,43.232298371068,76.884929770359,,,,,11,1.0,1,0,32,,,27.333334,0,0,4.7770944,22,1,3,0.37252754,0.4325442,258.62717,21,6,10,0.08593033,0.12138011,65.69314,24,6,9,0.15762071,0.18856297,120.704994,0,0,0,1.8769915,2.238279,1171.8625,20,2,4,0.20471753,0.315172,85.91717,0,0,0,2.172197,2.1822326,2154.0662,16,2,4,0.23158452,0.32138956,159.37543,2,0,1,0.91582835,1.2314948,481.95413,1,0,0,1.1606482,1.7185547,809.2695,0,0,0,2.0960972,2.2711613,1531.5768,0,0,0,1.4838914,1.6447366,1329.185,125,11,31,0.07631911,0.10581447,63.073036,5,0,3,0.4040498,0.5608204,364.74036,46,5,13,0.094741,0.1269064,76.23874,0,0,0,4.1265607,5.7637944,2570.5955,0,0,0,1.8457927,2.139073,1554.7903,,114.44,,,541.0625,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
600000,84.0,3,43.263748760191,76.932084560394,,,,,0,0.0,1,0,38,,,28.0,0,0,1.0010569,36,4,8,0.1419425,0.20313005,92.86243,15,3,4,0.23642628,0.3241489,136.59991,9,1,3,0.3001752,0.48288596,139.92348,0,0,0,1.6333369,2.2691624,1266.069,13,0,7,0.3433026,0.36570686,305.14288,1,0,0,1.0189381,1.1204087,964.40015,14,0,4,0.36543244,0.42409322,340.5281,2,0,1,0.8823903,1.1081467,402.20508,0,0,0,1.4243952,1.8987786,1185.7969,1,0,1,1.2557462,1.4812257,462.94122,4,0,2,0.5321229,0.78729826,329.08447,207,38,82,0.025201969,0.03360367,18.321926,5,0,1,0.6327253,0.7506229,411.47375,35,4,9,0.07518371,0.15585081,46.93776,0,0,0,4.2331305,5.7502456,1253.2568,3,0,0,0.6353927,0.8657331,599.9437,75.59757,72.040306,41.854763,42.623455,41.560284,4721.0,1.0,Алмалинский район,unknown,"свежий ремонт, новая мебель","разделен, совмещен",полностью
800000,90.0,3,43.236047410279,76.922137345031,,,,,9,1.0,1,0,3,,,30.0,0,0,2.3508956,24,2,6,0.21210235,0.28305805,77.54406,18,1,3,0.2888532,0.40808555,157.62996,4,0,1,0.64418703,0.77653414,464.0431,0,0,0,1.9210072,2.4361804,1368.7621,17,6,9,0.14329956,0.16405071,88.04068,10,0,0,0.81915945,0.83738136,806.35254,13,1,3,0.37305206,0.4875037,225.87904,2,1,1,0.7306364,1.0184468,157.62996,2,0,0,1.1423017,1.6739954,625.87115,2,0,0,0.68715394,0.92495763,513.2018,4,0,2,0.54005754,0.7866497,376.79434,137,25,49,0.0478851,0.052397158,39.098263,5,0,2,0.53338647,0.6731065,355.8391,27,5,8,0.13115191,0.16812232,94.954384,0,0,0,4.6285167,6.6393013,4204.4424,6,0,0,0.71870565,0.7922417,605.2147,51.287224,62.496677,36.617264,42.54037,436.15994,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
300000,73.0,3,43.241084,76.932116,,3,4,,17,1.0,0,0,0,0.75,,24.333334,0,0,1.564922,42,3,13,0.15949586,0.2287995,45.8396,23,4,5,0.26911664,0.28463274,259.0184,10,1,3,0.32632634,0.43526116,143.8819,0,0,0,2.3461657,2.88241,1917.9188,24,2,6,0.26183933,0.32079065,201.76038,0,0,0,1.221407,1.3217722,1160.7303,13,2,4,0.3180906,0.4158639,290.30252,3,1,1,0.69057435,0.8865803,268.43576,1,1,1,0.9423564,1.3962896,267.71777,2,0,0,0.7946374,0.93948776,544.25323,1,0,0,0.88580406,1.0567268,607.52576,201,10,39,0.1498975,0.16557129,124.836975,4,0,0,0.66382664,0.8019345,593.73645,36,3,10,0.18544352,0.23718378,119.390755,0,0,0,4.9257436,6.660328,3682.5518,7,0,2,0.50083697,0.547517,468.63446,58.699722,70.31995,37.86369,44.719753,139.33833,2909.0,0.616183,Бостандыкский район,unknown,без ремонта,разделен,полностью
450000,55.0,2,43.230187678466,76.939114198105,,,,,0,0.0,1,0,29,,,27.5,0,0,2.7790618,19,1,5,0.36227673,0.4076481,284.88202,20,4,4,0.087458506,0.20036918,70.69052,4,0,1,0.63648814,0.8037212,402.17822,0,0,0,3.137485,3.3824022,2875.3745,26,3,10,0.22967584,0.28155047,143.14052,0,0,0,1.8656132,1.8930904,1794.7423,13,1,1,0.4926436,0.57727987,273.1773,0,0,0,1.3962489,1.7197739,1224.8838,0,0,0,1.7220929,2.219412,1485.3768,1,0,0,0.90728766,1.0369084,676.93414,1,0,0,1.0831238,1.2293795,870.9035,150,10,40,0.056403898,0.0813759,24.854315,3,0,0,0.78172016,1.004698,697.9335,29,2,12,0.21566878,0.26996145,41.662373,0,0,0,5.3806868,7.431581,4543.311,2,0,0,0.88620627,1.17149,774.6117,46.841995,62.729614,32.925594,39.93889,427.9153,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель",unknown,полностью
200000,32.0,1,43.217345,76.780094,,4,10,,10,1.0,1,0,61,0.4,,32.0,0,0,13.228974,15,1,4,0.28004944,0.38122326,113.32891,8,1,1,0.44360763,0.58104193,251.72137,5,0,0,0.7229342,0.79827154,580.1188,1,0,0,3.8534706,5.280163,716.5247,8,3,4,0.2519339,0.331316,222.02261,0,0,0,2.1252868,2.193672,1953.2405,20,0,0,0.8302282,0.85786986,808.1793,0,0,0,2.0005422,2.366163,1802.3083,0,0,0,6.089554,7.239978,4680.915,0,0,0,3.2941697,4.2783566,1726.8401,1,0,0,2.4000921,3.0347238,942.75745,46,4,9,0.17110999,0.23719576,107.46359,1,0,1,0.86141616,1.0620881,400.39752,5,0,2,0.4914155,0.59058774,335.92108,0,0,0,6.1164856,8.471426,1654.3945,0,0,0,5.5257673,6.3129067,4446.5234,75.10281,70.379234,51.631546,42.51543,571.5974,1408.0,0.29824188,Наурызбайский район,unknown,"не новый, но аккуратный и чистый ремонт",unknown,частично
250000,33.0,1,43.230661,76.909479,,2,5,,7,1.0,0,0,0,0.4,,33.0,0,0,3.4055662,23,2,7,0.21563075,0.28427804,22.57249,12,1,5,0.34967208,0.3896902,294.8873,11,1,4,0.34358028,0.41241693,262.01315,0,0,0,1.652634,1.915679,1408.8262,12,0,2,0.49726427,0.5391135,445.3861,10,2,9,0.28286743,0.3006396,268.22778,8,1,2,0.36226416,0.4333895,159.72757,0,0,0,1.4043643,1.5290688,1214.8373,0,0,0,1.4958242,2.1253295,1230.3442,1,0,0,1.0825043,1.3055816,590.78876,2,0,2,0.6474328,0.93063396,306.46225,106,6,18,0.07177981,0.090496935,47.342022,4,2,3,0.3427851,0.58731544,259.92618,18,0,4,0.4100563,0.44606236,368.0266,0,0,0,4.350383,6.3392115,3251.1997,1,0,0,1.0909102,1.3771139,516.3918,48.297157,65.229836,33.69461,40.987656,557.93054,2909.0,0.616183,Бостандыкский район,unknown,"не новый, но аккуратный и чистый ремонт",совмещен,полностью
350000,63.0,2,43.288618195627,77.006006431029,,,,,8,1.0,1,1,36,,,31.5,0,0,6.8573422,9,1,1,0.5067601,0.5975059,297.5056,2,2,2,0.457739,1.31598,112.21785,1,0,0,0.8675186,1.3179982,512.91205,0,0,0,5.6985927,6.536203,5346.2363,2,1,2,0.56601214,0.85409427,44.3913,0,0,0,1.4082004,2.7979417,1385.4915,8,1,1,0.41197604,0.5123033,205.42583,0,0,0,4.990579,5.189614,4824.9946,0,0,0,5.7926908,6.495436,5334.2656,0,0,0,3.1997705,3.8916092,2528.6843,0,0,0,2.403229,3.1011782,1385.4648,19,5,7,0.17703699,0.21280079,122.73196,1,0,0,1.6367606,2.0300333,660.46765,3,1,2,0.44905207,0.75778854,202.7695,0,0,0,6.26491,6.5731306,5664.7715,0,0,0,5.6540504,5.862355,5494.288,78.32086,72.90426,42.04643,40.95864,162.93143,2504.0,0.5303961,Медеуский район,unknown,unknown,совмещен,полностью
220000,65.0,2,43.200341540705,76.831122384598,,1,1,,0,0.0,0,1,0,1.0,,32.5,1,1,10.381355,19,0,0,0.67112345,0.6861135,668.67535,1,0,0,1.144149,1.3772476,894.772,0,0,0,1.4598178,1.6136926,1354.5654,0,0,0,3.1271462,3.7914166,2451.6685,4,0,0,0.6673908,0.85780483,541.3384,0,0,0,3.1074052,3.5552125,1299.3491,21,3,4,0.21560478,0.3332766,115.81379,2,0,0,1.2763472,1.7476443,861.74744,0,0,0,3.2387803,4.4092264,1862.3586,0,0,0,2.3468206,2.744721,1745.906,0,0,0,1.4565337,1.7460011,1143.1517,27,0,0,0.68626505,0.6929579,669.7106,2,0,0,0.90508366,1.1240013,656.30347,14,0,0,0.726217,0.7331444,703.7371,0,0,0,5.4760113,8.152792,5393.9907,0,0,0,3.2047615,3.4375305,2444.7654,43.0252,63.760147,36.281437,41.8179,1275.2175,1408.0,0.29824188,Наурызбайский район,unknown,без ремонта,совмещен,частично
300000,51.9,2,43.292654175866,77.008371632746,,2,5,,13,1.0,0,1,0,0.4,,25.95,0,0,7.267451,4,0,1,0.5688901,0.7077732,320.63498,2,0,0,0.77505535,1.6813893,542.0563,1,0,0,1.2901578,1.6701204,937.9099,0,0,0,5.8833156,6.7059355,5588.4473,3,0,0,0.7815045,1.0695214,517.82043,0,0,0,1.8019028,2.9723103,1778.955,3,0,1,0.723261,0.8498186,452.7985,0,0,0,5.3705077,5.5501347,5220.6577,0,0,0,6.1936226,6.9161506,5686.865,0,0,0,3.4520051,3.9831295,2829.3533,0,0,0,2.7681594,3.3525796,1775.8844,14,5,5,0.23834093,0.2513928,219.02843,0,0,0,2.0233479,2.3149774,1139.2451,4,0,0,0.7428336,0.844754,690.4835,0,0,0,6.0672636,6.3186994,5989.8765,0,0,0,6.072719,6.2679124,5932.4014,,,4.076527,5.853565,311.98752,2504.0,0.5303961,Медеуский район,unknown,"свежий ремонт, новая мебель",совмещен,частично
300000,52.0,2,43.226857,76.802067,,,,,11,1.0,0,1,0,,,26.0,0,0,11.213521,16,2,4,0.18248479,0.32161358,66.53226,1,0,0,1.114878,1.2266957,705.5059,6,1,3,0.38331655,0.46176162,238.45285,0,0,0,3.0631125,4.1851892,1871.3698,1,0,0,1.1018863,1.2817819,755.6742,6,2,2,0.39558488,0.5010955,275.32648,22,1,3,0.3170359,0.397145,116.966286,3,0,0,0.56407565,1.0981617,512.16693,0,0,0,4.330592,5.3983655,3125.0642,0,0,0,2.291838,3.1380963,1223.8547,1,0,0,1.46624,1.7457598,683.8727,20,3,5,0.12692194,0.2660216,13.581359,1,0,0,1.1131365,1.26139,787.3118,13,2,2,0.29594976,0.41858357,82.55075,0,0,0,5.088023,7.746701,2096.59,0,0,0,3.5663254,4.474152,2379.531,57.473953,69.17987,40.776047,43.398148,797.1482,1408.0,0.29824188,Наурызбайский район,unknown,unknown,unknown,unknown
280000,39.0,1,43.27340246763,76.81376704388,,2,12,,7,1.0,1,0,38,0.16666667,,39.0,0,0,10.027525,8,0,2,0.49068186,0.5721904,346.13977,0,0,0,1.833398,2.049199,1256.9564,6,1,1,0.53063935,0.64652,240.22324,0,0,0,3.9032567,4.98831,2224.4412,3,1,2,0.35866904,0.70798886,9.950761,0,0,0,4.0970144,4.3375154,2953.3472,1,0,0,1.0168688,1.1153157,760.583,0,0,0,2.7102132,3.181521,1362.9215,0,0,0,6.531482,6.809932,6448.4424,0,0,0,3.458216,4.0175476,2397.9563,0,0,0,1.6309582,2.0783827,1252.584,21,14,16,0.041211955,0.056715026,9.690725,2,0,1,0.75350136,1.2636857,323.12134,9,0,0,0.70901245,0.7328075,685.1057,0,0,0,5.8580294,7.6203833,4803.334,0,0,0,4.8667455,6.102306,4136.3486,22.73577,17.631456,11.641823,10.932946,1066.814,3411.0,0.7225164,Алатауский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
600000,88.0,2,43.208792503459,76.893204294309,,,,,34,1.0,1,0,47,,,44.0,0,0,6.153466,27,2,8,0.20876065,0.28251877,89.21826,16,1,3,0.2848332,0.3881963,21.646423,13,2,5,0.14476578,0.25828123,56.238895,1,0,0,1.1883861,2.0839727,620.4113,24,2,8,0.25415346,0.31510022,115.0931,0,0,0,2.894523,2.9631033,2642.6658,20,4,7,0.21418233,0.24794342,196.96118,2,0,0,0.96723133,1.2579495,758.5761,0,0,0,3.264831,3.4310272,3196.6628,0,0,0,1.6582576,2.1572573,1011.8316,2,0,0,0.8589845,1.098767,666.215,164,31,71,0.036022235,0.051055957,14.918564,7,0,0,0.6649418,0.7380291,536.8592,37,8,14,0.08623519,0.11083124,53.89592,1,0,0,4.5990887,6.76527,761.4311,1,1,1,0.98581696,1.2080021,285.11404,40.195454,55.352566,35.078915,42.287655,694.14594,2909.0,0.616183,Бостандыкский район,unknown,"свежий ремонт, новая мебель","разделен, совмещен",полностью
225000,46.0,2,43.211374899261,76.793861972402,,1,12,,10,1.0,1,0,49,0.083333336,,23.0,1,0,12.420542,12,0,2,0.41953188,0.4756599,334.50513,7,0,3,0.4560902,0.5121458,413.92175,2,0,1,0.8710926,1.1303002,456.56866,1,0,0,3.1708016,4.6720934,583.3512,6,1,3,0.30286488,0.4091181,48.871643,0,0,0,2.198276,2.2786014,2103.9885,31,1,4,0.32309306,0.39081407,245.79095,1,0,0,1.6506286,1.9204829,555.42456,0,0,0,5.106612,6.3066807,3606.9248,1,0,0,2.545849,3.3933632,822.50696,1,0,1,1.932275,2.3700364,410.42484,35,0,8,0.36474046,0.37572894,360.0851,5,1,3,0.35222015,0.49917117,153.84639,10,2,5,0.265904,0.3338154,171.52759,0,0,0,5.8472357,8.706319,2668.336,0,0,0,4.7163663,5.4437785,3890.5686,10.972727,27.133333,43.19581,44.408024,215.19937,1408.0,0.29824188,Наурызбайский район,unknown,unknown,unknown,полностью
230000,28.0,1,43.254999188579,76.919920452804,,8,13,,5,1.0,1,0,3,0.61538464,,28.0,0,0,1.2212114,30,1,6,0.32952687,0.3666341,244.90851,14,1,4,0.37802678,0.43058956,282.81345,23,4,9,0.18150274,0.22419973,42.136005,1,0,0,1.646766,2.2987158,972.84045,14,1,3,0.34536985,0.4541892,235.56097,5,1,1,0.49193612,0.6016248,55.07303,12,1,3,0.32566375,0.42223334,173.59288,3,0,2,0.51990473,0.7440414,393.40805,0,0,0,1.8491303,2.0709445,1655.1144,0,0,0,1.3137743,1.4597821,1032.8962,4,0,0,0.79025507,0.9076423,609.24176,110,3,27,0.1579648,0.2291848,13.158433,7,1,1,0.41658476,0.48602048,222.0109,23,3,4,0.21641439,0.30422878,162.7609,0,0,0,4.4089217,5.835455,2603.062,4,1,1,0.6015941,0.8141723,266.77515,61.34264,65.18218,39.04762,42.29136,574.13727,4721.0,1.0,Алмалинский район,unknown,"не новый, но аккуратный и чистый ремонт",совмещен,полностью
300000,76.0,3,43.308565318862,76.936918008939,,2,9,,9,1.0,1,0,3,0.22222222,,25.333334,0,0,5.9582233,16,1,2,0.35312432,0.43119195,220.76125,1,0,0,1.3918684,1.7272192,888.4297,2,0,2,0.71083164,1.1302516,474.24503,0,0,0,3.336799,4.5428867,1546.2251,2,0,1,0.8008265,1.01891,488.73395,0,0,0,2.3838809,2.942429,2356.6282,11,2,4,0.27385923,0.3550188,184.36649,0,0,0,2.7597106,3.4342208,1307.4194,0,0,0,5.3157787,6.172305,4212.5044,0,0,0,1.7770535,2.3095198,1043.5414,1,0,0,1.4393139,1.7676783,888.4297,34,4,12,0.13844828,0.2065046,69.5832,2,0,0,0.90444654,1.0482365,696.9792,10,2,3,0.31195495,0.39617962,191.6632,0,0,0,3.689741,5.189729,3449.0103,0,0,0,4.9448037,5.3262253,4403.993,43.166496,29.32968,16.468376,13.406875,471.38242,2253.0,0.4772294,Турксибский район,unknown,"свежий ремонт, новая мебель",разделен,частично
180000,42.0,1,43.316733144786,76.975085735321,,3,9,,9,1.0,1,1,8,0.33333334,,42.0,0,0,7.592644,20,1,7,0.32902282,0.36866555,220.35977,0,0,0,2.2810423,2.4352813,2277.754,2,1,1,0.6747649,1.1185976,197.17337,0,0,0,4.3803954,5.6486,3483.3774,2,2,2,0.49326432,0.8513392,76.83178,0,0,0,1.0371773,1.858028,1025.8751,13,2,4,0.23932546,0.33578843,186.32782,0,0,0,4.8183794,5.273301,3601.19,0,0,0,6.620866,7.516054,5639.7827,0,0,0,2.287005,2.5397873,1869.484,2,0,0,1.2859803,1.6846628,601.8071,20,2,4,0.19169937,0.29595485,67.34126,3,0,1,0.68113637,0.9520223,347.54202,9,1,3,0.25793862,0.43267554,70.95779,0,0,0,4.1638536,4.5285,3438.8892,0,0,0,5.8415036,6.25901,4931.7715,69.50149,45.975113,44.29643,31.188272,313.00955,2253.0,0.4772294,Турксибский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
200000,48.0,2,43.243205,76.812829,,3,10,,10,1.0,1,1,43,0.3,,24.0,0,0,9.981472,13,0,2,0.46847445,0.5312562,364.99985,4,0,0,0.6135302,0.8683443,604.8441,4,1,2,0.42059588,0.58745533,288.0412,0,0,0,3.5753524,4.112278,2746.3054,2,0,1,0.84888303,1.0919548,382.95834,0,0,0,1.5685294,1.6232182,1537.6055,32,1,8,0.36147988,0.39876598,213.94704,1,1,1,1.1477122,1.4137717,74.747055,0,0,0,4.1716228,4.92766,3608.112,0,0,0,2.712471,3.4050183,1462.9115,1,0,0,1.1977638,1.5193695,954.0673,36,4,18,0.18381517,0.23341256,154.4676,2,0,1,0.72292376,0.8753196,338.76288,14,3,5,0.23155004,0.31275433,145.85846,0,0,0,5.0127206,7.021486,3140.5352,0,0,0,2.7958732,3.9582887,1489.0428,79.17543,69.09808,49.426785,43.70741,382.49832,3411.0,0.7225164,Алатауский район,unknown,"свежий ремонт, новая мебель",совмещен,полностью
200000,32.0,1,43.202186,76.884676,,1,5,,19,1.0,0,1,0,0.2,,32.0,1,0,7.1492624,32,4,9,0.16048598,0.23018597,99.176414,11,1,3,0.37275758,0.43918815,192.72383,10,0,1,0.49846438,0.56823605,362.39963,0,0,0,2.0883398,2.5568018,1580.076,17,1,6,0.27153048,0.33309558,177.67653,0,0,0,3.5546055,3.7460587,3046.4312,17,2,3,0.26248342,0.38937682,100.858574,1,0,0,1.0345836,1.363789,629.26556,0,0,0,3.5118387,3.762181,3209.252,0,0,0,1.9084178,2.2835243,1385.0616,3,0,0,0.6322111,0.89737934,602.12445,109,6,19,0.13286513,0.174208,107.082306,9,1,1,0.42312136,0.5243562,148.61894,33,5,10,0.11414016,0.1587962,74.174446,0,0,0,5.1181283,7.144652,1048.3605,3,0,0,0.84120405,1.238161,797.89813,40.65961,59.728783,30.01557,40.595062,232.04166,2909.0,0.616183,Бостандыкский район,unknown,unknown,совмещен,полностью
